"X1","Y1","X2","Y2","X3","Y3","X4","Y4","X5","Y5","X6","Y6","X7","Y7","X8","Y8","X9","Y9","X10","Y10","X11","Y11","X12","Y12","X13","Y13","X14","Y14"
-600.7185023765729,-268.2082119676844,-600.7109002401189,-268.21010629331005,-600.7339243893904,-268.22529177861134,-601.2034359061024,-268.9200746548499,-600.7502113232364,-268.2430889422387,-600.1537181362605,-270.0109891572968,-600.7772199388979,-268.27140840508855,-595.7528734010363,-274.338079203189,-600.794262022456,-268.2873585703025,-589.3624058004452,-282.23826660569614,-600.8013242446559,-268.2920050694667,-579.833220577023,-293.76705016487335,-600.8005567599041,-268.2887235306774,-565.3093321802912,-308.9130226320567
-599.4865858852861,-267.70229192353713,-599.4789967845902,-267.70417928973586,-599.501989006699,-267.71938795364173,-599.9729724008536,-268.41354617426873,-599.5182555539117,-267.7372020867073,-598.9274085257563,-269.50246037304555,-599.545230837033,-267.76554855387286,-594.5433213876782,-273.8215490188031,-599.562251317752,-267.78151421121163,-588.1813282249531,-281.7085915333136,-599.5693034338933,-267.7861655107164,-578.6929328447653,-293.2193271939635,-599.5685350344112,-267.7828812179049,-564.2232550552375,-308.342892117037
-598.2545446492337,-267.1962989478442,-598.2469685800561,-267.1981793642124,-598.2699287577556,-267.2134111713072,-598.7423844906846,-267.9069457056967,-598.2861749868786,-267.23124223336356,-597.7009763679589,-268.99386225229574,-598.3131168187367,-267.2596156511353,-593.3336537937219,-273.3049600898346,-598.330115648556,-267.27559676200485,-587.000146969415,-281.1788749826176,-598.33715769791,-267.2802528388205,-577.5525591124591,-292.67158582468187,-598.336388352354,-267.276965791823,-563.1371165251168,-307.77277103477877
-597.0223788223915,-266.6902329418712,-597.014815811224,-266.6921064159602,-597.0377438505457,-266.7073613291194,-597.5116723731471,-267.4002731491863,-597.0539698048909,-266.72520928089534,-596.4744218295816,-268.48519470278876,-597.0808780706049,-266.75360959481327,-592.1238708174453,-272.7883123454572,-597.0978551620199,-266.76960612311365,-585.8188622560031,-280.6491169196144,-597.1048871916022,-266.77426695352653,-576.4120995949836,-292.1238260700026,-597.1041168945112,-266.7709771503429,-562.0509168217135,-307.20265945292516
-595.7900885587352,-266.1840938068837,-595.7825386628016,-266.1859603441998,-595.8054344761288,-266.2012383256139,-596.2808362457928,-266.8935284047898,-595.821640190703,-266.21910312799054,-595.247745077337,-267.97645763226603,-595.8485147792334,-266.2475302828445,-590.913972657127,-272.2716057148447,-595.8654700052955,-266.26354219496955,-584.637474318209,-280.11931731036157,-595.8724920698656,-266.26820775458214,-575.2715545567646,-291.57604794584046,-595.8717208416613,-266.2649151913761,-560.9646561750642,-306.6325574389599
-594.5576740122408,-265.67788144414726,-594.5501373194963,-265.6797410481516,-594.5730008255647,-265.695042059326,-595.0498763061731,-266.38671137255955,-594.5891863270688,-265.7129236733371,-594.020946277938,-267.4676509484688,-594.6160271312182,-265.74137761316643,-589.7039595110455,-271.754840127171,-594.6329603255181,-265.7574048780043,-583.4559833895248,-279.5894761209164,-594.6399724875964,-265.76207514173495,-574.1309242655169,-291.0282514683345,-594.6392003745832,-265.7587798128337,-559.8783348382998,-306.0624650630914
-593.3251353368839,-265.17159575492735,-593.3176119660158,-265.17344842703613,-593.3404430899128,-265.18877242879125,-593.81879275184,-265.8798219525479,-593.3566083967424,-265.206670815623,-592.7940255980976,-266.9587745591385,-593.3834153131553,-265.2351514837168,-588.4938315774787,-271.2380155116097,-593.4003262738634,-265.2511940720081,-582.2743897034421,-279.0595933173364,-593.4073285996902,-265.25586901473247,-572.9902089889553,-290.48043665362405,-593.4065556740553,-265.25257091262716,-558.7919531134097,-305.49238240084793
-592.0924726927582,-264.665236640094,-592.0849627870675,-264.6670823800739,-592.1077614602327,-264.6824293325451,-592.5875857803449,-265.3728600448072,-592.123906582478,-264.7003444535361,-591.5669832045286,-266.4498283720164,-592.1506795116405,-264.7288517924331,-587.2835890547053,-270.72113179733475,-592.1675680460114,-264.74490967373646,-581.0926934934531,-278.529668865679,-592.1745605610433,-264.74958927332233,-571.8494089947942,-289.9326035178484,-592.1737869208564,-264.7462883886677,-557.7055113059095,-304.92230952812974
-590.8596862961963,-264.15880399686677,-590.8521899673591,-264.1606428064854,-590.8749561275841,-264.176012669123,-591.3562555892394,-264.8658255493899,-590.8910810670295,-264.19394448576435,-590.3398192639438,-265.94081229484385,-590.9178199132699,-264.2224784372529,-586.0732321410035,-270.2041889135198,-590.9346858539418,-264.23855157911066,-579.9108949930494,-277.99970273200165,-590.9416685265514,-264.2432358172521,-570.7085245507485,-289.38475207714674,-590.9408942957651,-264.2399321388667,-556.6190097213145,-304.35224652083684
-589.6267763620548,-263.6522977225373,-589.6192936915982,-263.65412960549105,-589.6420272830266,-263.6695223370604,-590.1248023760752,-264.35871836634834,-589.6581320331512,-263.6874708109957,-589.1125339430562,-265.43172623536225,-589.6848367046392,-263.7160313161138,-584.8627610346517,-269.6871867893387,-589.7016799096342,-263.73211968405224,-578.7289944357229,-277.4696948823617,-589.7086526511106,-263.73680854626946,-569.567555924533,-288.83688234765833,-589.7078779795602,-263.7335020611355,-555.53244866514,-303.78219345486946
-588.3937430996646,-263.1457177147528,-588.386274144492,-263.1475426763114,-588.4089751176197,-263.1629582348928,-588.8932263384039,-263.85153839573485,-588.425059663597,-263.18092332791804,-587.8851274085785,-264.922570101313,-588.4517300723446,-263.2095103269534,-583.6521759339282,-269.1701253539652,-588.4685504250681,-263.22561388448247,-577.5469920549657,-276.93964528281657,-588.4755130896167,-263.2303073601219,-568.4265033838623,-288.2889943455224,-588.4747381530202,-263.22699805338533,-554.4458284429015,-303.21215040612776
-587.1605867183562,-262.63906387116026,-587.1531315107484,-262.64088191816694,-587.1757998224228,-262.65632026115566,-587.6615276737771,-263.34428553760176,-587.1918641411212,-262.6743019352193,-586.6575998272237,-264.41334380043736,-587.2185002029818,-262.70291536770924,-582.4414770371114,-268.6530045365732,-587.235297612223,-262.71903407632277,-576.3648880842693,-276.40955389942377,-587.2422499953024,-262.72373215785836,-567.285367196451,-287.7410880868782,-587.2414749969238,-262.72042001352753,-553.3591493601145,-302.64211745051176
