"t","\alpha","\chi","v_F","\rho_t","x","y","z","\rho","\phi","\dot x","\dot y","\dot z","\ddot x","\ddot y","\ddot z","k_x","k_y","k_z","k_\rho","k_\phi","k_\rho^{(+)}","k_\rho^{(-)}","s_x","s_y","s_z","L_x","L_y","L_z","J_x","J_y","J_z","E"
-4000.,0.5,1,1,110,-4533.274605488603,-2105.401165673423,0.,4998.328992492076,-2.7068014887509064,1.103360443772973,0.310235691341437,0.,0.000014921345176553417,4.232605957604091e-6,0.,0.008455241032336178,0.0021620935420308793,0.,-0.008579267948003046,-0.00444992726540198,0.011612980745498044,-0.00857924267591898,0.48441338755128976,0.1238695683413964,0.,0.,0.,8.000310576750854,0.48441338755128976,0.1238695683413964,8.000310576750854,0.009999994267496391
-3960.099750623441,0.5,1,1,110,-4489.23832137988,-2093.0193007945604,0.,4953.179837199958,-2.705323816015833,1.103959541181875,0.3104056418799527,0.,0.000015108412444661893,4.2861647854914004e-6,0.,0.008451414769520653,0.002158198657528746,0.,-0.008571779724106676,-0.004449975788261916,0.01161991289379785,-0.008571754424082947,0.4844534876676186,0.12371264400488943,0.,0.,0.,8.00030611309828,0.4844534876676186,0.12371264400488943,8.00030611309828,0.009999994262069958
-3920.199501246883,0.5,1,1,110,-4445.177984226799,-2080.6306122132023,0.,4908.017018708606,-2.703818141959774,1.1045661026214246,0.3105777294290573,0.,0.000015295479712770367,4.33972361337871e-6,0.,0.008447553383083752,0.0021542301649623186,0.,-0.00856415847496346,-0.004450051523732411,0.011626923950874751,-0.00856413314650004,0.4844944676803927,0.12355205699256075,0.,0.,0.,8.00030166490149,0.4844944676803927,0.12355205699256075,8.00030166490149,0.009999994251941544
-3880.299251870324,0.5,1,1,110,-4401.093294535878,-2068.23501331139,0.,4862.840554397793,-2.7022836603350795,1.1051802654182223,0.31075205519847754,0.,0.000015489478187439912,4.397555625896273e-6,0.,0.008443656540922283,0.002150185859319965,0.,-0.008556400193989577,-0.004450155796159722,0.01163401512538523,-0.008556374836525646,0.4845363552931081,0.12338768333699623,0.,0.,0.,8.00029753085224,0.4845363552931081,0.12338768333699623,8.00029753085224,0.009999994254786421
-3840.3990024937657,0.5,1,1,110,-4356.983945261657,-2055.832413530267,0.,4817.650465921071,-2.700719533993151,1.105802150697902,0.310928628863205,0.,0.000015682521456513477,4.453199318565714e-6,0.,0.008439723880429618,0.0021460634890064223,0.,-0.008548500689908962,-0.004450289941260522,0.011641187612468048,-0.008548475302870593,0.48457917860637445,0.12321939644865786,0.,0.,0.,8.000293747519454,0.48457917860637445,0.12321939644865786,8.000293747519454,0.009999994260841204
-3800.498753117207,0.5,1,1,110,-4312.849627923759,-2043.4227238334463,0.,4772.446787692976,-2.6991248929002847,1.1064318692030293,0.31110746063662903,0.,0.000015885491637609937,4.511851591808362e-6,0.,0.008435755021205546,0.0021418608331227064,0.,-0.008540455622734588,-0.004450455260463975,0.011648442646086053,-0.008540430205534832,0.48462296509440245,0.12304707108708264,0.,0.,0.,8.000289805825771,0.48462296509440245,0.12304707108708264,8.000289805825771,0.009999994269776538
-3760.5985037406485,0.5,1,1,110,-4268.690021120841,-2031.005851280581,0.,4727.229554861135,-2.6974988325350022,1.1070697805494256,0.3112886717934738,0.,0.0000160898146005038,4.571357645032068e-6,0.,0.008431749778115144,0.0021375751097429214,0.,-0.008532260434103756,-0.004450653589978587,0.011655781458543587,-0.008532234986132587,0.4846677504410061,0.12287054847462298,0.,0.,0.,8.000287595529702,0.4846677504410061,0.12287054847462298,8.000287595529702,0.009999994344106733
-3720.6982543640897,0.5,1,1,110,-4224.504798851988,-2018.5817009896598,0.,4681.998812376375,-2.695840412565139,1.1077158444329946,0.3114722572566815,0.,0.000016294137563397665,4.630863698255776e-6,0.,0.008427707744946101,0.0021332039086824866,0.,-0.008523910360869346,-0.004450886346826739,0.011663205246582558,-0.008523884881483033,0.4847135642891721,0.12268969228947729,0.,0.,0.,8.000286486078044,0.4847135642891721,0.12268969228947729,8.000286486078044,0.009999994437645866
-3680.7980049875314,0.5,1,1,110,-4180.293635828935,-2006.1501782252667,0.,4636.754621429213,-2.6941486551588074,1.1083700608537366,0.3116582170262523,0.,0.000016498460526291527,4.690369751479483e-6,0.,0.008423628461717968,0.002128744935340755,0.,-0.008515400469556608,-0.004451154828280814,0.011670715245051057,-0.008515374958140117,0.4847604343400352,0.12250437256873932,0.,0.,0.,8.000284834270897,0.4847604343400352,0.12250437256873932,8.000284834270897,0.009999994500005811
-3640.8977556109726,0.5,1,1,110,-4136.056204744804,-1993.7111874577238,0.,4591.497057366157,-2.692422543041152,1.1090326769241114,0.3118466467683531,0.,0.000016720330732827937,4.756432584851233e-6,0.,0.008419511531826719,0.002124195747068656,0.,-0.008506725638591306,-0.004451460481113138,0.011678312734457285,-0.008506700094449256,0.4848083903567254,0.12231444984024181,0.,0.,0.,8.00028133417641,0.4848083903567254,0.12231444984024181,8.00028133417641,0.009999994524268897
-3600.997506234414,0.5,1,1,110,-4091.7921560198147,-1981.2646250390994,0.,4546.226189104168,-2.6906610170122165,1.1097042369789472,0.31203772689046555,0.,0.000016941617015811304,4.821458536035536e-6,0.,0.008415356966413615,0.002119552818998551,0.,-0.008497880448415245,-0.004451805805659581,0.011685998979360753,-0.008497854870860471,0.4848574780741354,0.12211971976543856,0.,0.,0.,8.000279465583688,0.4848574780741354,0.12211971976543856,8.000279465583688,0.009999994640706422
