"X1","Y1","Z1","X2","Y2","Z2","X3","Y3","Z3","X4","Y4","Z4"
-0.32968468838446147,-0.4739279863329609,-0.12828295528986958,-0.2809473387269756,0.6281349029276301,-0.15941213348772706,-0.17850531409144577,-0.7579048486670712,-0.0013053791943894019,-0.670056127216579,-0.670056127216579,0.
-0.3111809779507526,-0.4862765550224707,-0.12828228766280578,-0.2833730923747511,0.6265838073901949,-0.15934308679135484,-0.17859944081089915,-0.7583066467280303,-0.001294376026343391,-0.670104240662167,-0.670104240662167,0.
-0.292244087730603,-0.497886462927465,-0.12828159287018204,-0.28579264052895503,0.6250248899586232,-0.15927423662489593,-0.17869309876666883,-0.7587064136118066,-0.0012835046649386178,-0.6701521741501064,-0.6701521741501064,0.
-0.2728942467317303,-0.5087485935600209,-0.12828087014251824,-0.2882059831895867,0.6234581506329152,-0.15920558298835033,-0.17878628795875484,-0.7591041493183999,-0.0012727651101750823,-0.6701999276803974,-0.6701999276803974,0.
-0.2531314549541346,-0.5188629469201385,-0.12828011947981438,-0.2906131203566464,0.621883589413071,-0.15913712588171802,-0.17887902544818668,-0.7594999320104001,-0.0012621466347744882,-0.67024750125304,-0.67024750125304,0.
-0.23295819802906859,-0.5282268755426153,-0.12827934081218334,-0.2930140520301341,0.6203012062990904,-0.15906886530499903,-0.17897133411056837,-0.7598938629300594,-0.0012516385855083697,-0.6702948948680342,-0.6702948948680342,0.
-0.21245786538903488,-0.5367989650684214,-0.1282785309582118,-0.29540877821005007,0.6187110012909733,-0.15900080125819332,-0.1790632139012435,-0.7602859415702665,-0.0012412413075202236,-0.6703421085253799,-0.6703421085253799,0.
-0.19167092111579698,-0.5445664491032254,-0.1282776882447586,-0.2977972988963938,0.6171129743887201,-0.15893293374130088,-0.17915466482021206,-0.7606761679310213,-0.0012309548008100502,-0.6703891422250771,-0.6703891422250771,0.
-0.17059736520935484,-0.5515293276470273,-0.12827681267182375,-0.3001796140891656,0.6155071255923307,-0.15886526275432178,-0.17924568686747405,-0.7610645420123239,-0.00122077906537785,-0.6704359959671259,-0.6704359959671259,0.
-0.1492371949373119,-0.5576875890784952,-0.1282759042398893,-0.30255572378836537,0.6138934549018048,-0.15879778829725594,-0.17933628004302948,-0.7614510638141743,-0.0012107141012236227,-0.6704826697515263,-0.6704826697515263,0.
-0.12765601449657332,-0.5630172184727487,-0.12827496030432242,-0.3049256279939934,0.6122719623171425,-0.15873051037010344,-0.1794264443468783,-0.7618357333365723,-0.0012007599083473691,-0.6705291635782782,-0.6705291635782782,0.
-0.10592207703899226,-0.5675066039231561,-0.12827397771972712,-0.30728929817716427,0.6106426429836992,-0.1586634422857041,-0.1795161797790206,-0.7622185505795182,-0.0011909164867490878,-0.6705754774473817,-0.6705754774473817,0.
-0.08403538256457027,-0.5711557454297168,-0.12827295648610337,-0.30964637320368155,0.6090056632144237,-0.1585966243741109,-0.17960548633945628,-0.7625995155430116,-0.0011811838364287797,-0.6706216113588367,-0.6706216113588367,0.
-0.06199593107330735,-0.573964642992431,-0.1282718966034512,-0.3119967451418929,0.6073611080759972,-0.15853004878683777,-0.17969436402818542,-0.762978628227053,-0.0011715619573864442,-0.6706675653126434,-0.6706675653126434,0.
-0.039845658633721366,-0.5759241816714714,-0.12827079622039192,-0.31434041399179824,0.6057089775684196,-0.15846371552388477,-0.17978281284520797,-0.7633558886316422,-0.001162050849622082,-0.6707133187808828,-0.6707133187808828,0.
-0.017677137048417207,-0.5770289148645174,-0.12826965060655063,-0.3166773797533978,0.6040492716916908,-0.1583976245852519,-0.17987083279052393,-0.7637312967567789,-0.0011526505131356933,-0.6707588856693025,-0.6707588856693025,0.
0.004506300795869552,-0.5772798935416286,-0.12826845953692734,-0.3190076424266913,0.6023819904458112,-0.15833177597093911,-0.1799584294039762,-0.7641048777801186,-0.001143357576408605,-0.6708042986682063,-0.6708042986682063,0.
0.02670465489913735,-0.5766771177028048,-0.12826722301152207,-0.32133120201167875,0.6007071338307804,-0.15826616968094645,-0.18004562976823538,-0.7644767517308253,-0.0011341590282598077,-0.6708495577775944,-0.6708495577775944,0.
0.048895492732095897,-0.5752184382858817,-0.12826593995147917,-0.3236480585083603,0.5990247018465987,-0.1582008057152739,-0.18013243719379743,-0.7648469325669085,-0.0011250540889298775,-0.6708946629974664,-0.6708946629974664,0.
0.07097584266603414,-0.572911386015811,-0.12826460434178535,-0.3259582119167361,0.5973346944932658,-0.15813568407392142,-0.18021885168066243,-0.7652154202883681,-0.0011160427584188145,-0.6709396143278225,-0.6709396143278225,0.
0.0929329177997976,-0.5697595511247829,-0.12826321527329396,-0.32826166223680564,0.5956371117707819,-0.1580708047568891,-0.1803048732288303,-0.7655822148952042,-0.0011071250367266196,-0.6709844117686627,-0.6709844117686627,0.
0.11476671813338939,-0.5657629336127971,-0.12826177274600495,-0.3305584094685693,0.5939319536791471,-0.15800616776417684,-0.18039050183830108,-0.7659473163874168,-0.001098300923853291,-0.671029055319987,-0.671029055319987,0.
0.13646852483119343,-0.5609212775832955,-0.12826027633632167,-0.3328484536120269,0.5922192202183612,-0.15794177309578472,-0.18047573750907475,-0.7663107247650057,-0.00108957041979883,-0.6710735449817955,-0.6710735449817955,0.
0.15793980538228156,-0.5552554105999195,-0.12825871933248537,-0.33513179466717885,0.590498911388424,-0.15787762075171266,-0.18056058024115137,-0.7666724400279713,-0.001080933524563236,-0.6711178807540881,-0.6711178807540881,0.
0.17915291646646575,-0.5487759765116219,-0.12825709946197444,-0.33740843263402465,0.588771027189336,-0.15781371073196077,-0.18064503003453086,-0.7670324621763133,-0.0010723902381465096,-0.6711620626368646,-0.6711620626368646,0.
0.2001078580837446,-0.5414829753184031,-0.12825541672478885,-0.33967836751256436,0.587035567621097,-0.15775004303652895,-0.18072908688921324,-0.7673907912100316,-0.0010639405605486507,-0.6712060906301255,-0.6712060906301255,0.
0.2208032092426096,-0.5333760917764956,-0.1282536710915166,-0.3419415993027982,0.585292532683707,-0.15768661766541728,-0.18081275080519857,-0.7677474271291266,-0.0010555844917696585,-0.6712499647338702,-0.6712499647338702,0.
0.2411585585815181,-0.524483310551756,-0.12825185614256338,-0.34419812800472627,0.5835419223771656,-0.15762343461862569,-0.1808960217824868,-0.768102369933598,-0.0010473220318095336,-0.6712936849480993,-0.6712936849480993,0.
