"t","\alpha","\chi","v_F","\rho_t","x","y","z","\rho","\phi","\dot x","\dot y","\dot z","\ddot x","\ddot y","\ddot z","k_x","k_y","k_z","k_\rho","k_\phi","k_\rho^{(+)}","k_\rho^{(-)}","s_x","s_y","s_z","L_x","L_y","L_z","J_x","J_y","J_z","E"
0,"1/2",1,1,1,0.,-20.,0.,20.,-1.5707963267948966,0.16471887289449563,1.2099473540044439,0.0013437343318535846,0.003384603810194101,0.025261384695555375,0.000858425992738437,0.167,1.,0.,-1.,0.,1.5825335592513265,-1.,0.08235943644724782,0.4931702781272324,0.,0.,0.,3.3400000000000003,0.08235943644724782,0.4931702781272324,3.3400000000000003,1.2374554057778244
0.,"1/2",1,1,1,0.,-20.,0.,20.,-1.5707963267948966,0.16471887289449563,1.2099473540044439,0.0013437343318535846,0.003384603810194101,0.025261384695555375,0.000858425992738437,0.167,1.,0.,-1.,0.,1.5825335592513265,-1.,0.08235943644724782,0.4931702781272324,0.,0.,0.,3.3400000000000003,0.08235943644724782,0.4931702781272324,3.3400000000000003,1.2374554057778244
0.15671641791044777,"1/2",1,1,1,0.025824595836639277,-19.810303399029685,0.00021325806753376433,19.810320231418704,-1.5694927333724198,0.16485240249275934,1.2109445089483872,0.0013780214853411975,0.0008567509635384832,0.006399590671305763,0.00022204577794497995,0.16729669965602117,0.9991183181236278,0.,-0.9988993823794823,-0.5881867071560136,1.5845102244555989,-0.9988993823794822,0.08257259928068732,0.4931346325781947,0.,-0.00021307004176062964,0.00003567737087341965,3.3400002046006505,0.08235952923892668,0.4931703099490681,3.3400002046006505,1.2374553973263713
0.31343283582089554,"1/2",1,1,1,0.051670239557619554,-19.620449575490206,0.0004319749494937013,19.620517611877872,-1.5681628438101982,0.16498749890528897,1.2119539314425878,0.0014134061358798764,0.0008668097768196328,0.0064791404446068,0.00022933271654907705,0.16760175820281212,0.9982252751425844,0.,-0.9977804378140763,-0.5873395214411321,1.586519739384502,-0.9977804378140762,0.08279102452619874,0.4930980087750329,0.,-0.000431208312813054,0.0000723997610347153,3.340000384680865,0.08235981621338569,0.49317040853606764,3.340000384680865,1.2374553902660475
0.4701492537313433,"1/2",1,1,1,0.0775371887043736,-19.43043649971097,0.0006563346147574954,19.430591205234403,-1.5668058463371164,0.1651243927656687,1.212977608190795,0.0014501026480806848,0.0008802166318357933,0.006584924722987521,0.00023898467725171538,0.16791546057277382,0.9973206449021734,0.,-0.9966426426928704,-0.586478030190597,1.588563021626558,-0.9966426426928707,0.0830148855292827,0.4930603703204711,0.,-0.0006545760612615649,0.00011020872912685892,3.34000013302155,0.08236030946802113,0.493170579049598,3.34000013302155,1.237455401540108
0.6268656716417911,"1/2",1,1,1,0.10342575448227362,-19.240261710526546,0.0008865629996702331,19.24053969035807,-1.5654208927252378,0.1652633175509075,1.2140172827298226,0.0014882770665515766,0.0008918651507057681,0.006676162384471428,0.00024776650051227124,0.16823815668850828,0.9964041519757737,0.,-0.9954854075522289,-0.5856017912157316,1.5906409664939716,-0.9954854075522286,0.08324439185577924,0.49302167419349985,0.,-0.0008833750538595167,0.0001491537248527546,3.3400000155708356,0.08236101680191972,0.4931708279183526,3.3400000155708356,1.2374554072785253
0.7835820895522388,"1/2",1,1,1,0.12933623053117244,-19.04992290466097,0.001122879523245968,19.05036195283582,-1.5640071001937386,0.1654040214498377,1.2150708718399006,0.0015278047789845282,0.0009037846070699604,0.006769641496523739,0.0002566824010130163,0.1685701862912701,0.9954755361473197,0.,-0.9943081413100371,-0.5847103802826471,1.5927545341179865,-0.9943081413100369,0.08347974805170973,0.49298187762353196,0.,-0.0011177990954321267,0.0001892840104162254,3.340000106304325,0.0823619489562776,0.4931711616339482,3.340000106304325,1.237455405432405
0.9402985074626866,"1/2",1,1,1,0.15526890476733596,-18.859417823413583,0.0013655027718575698,18.860056974221408,-1.5625635489735432,0.16554662611883877,1.2161394575134068,0.0015688004100085418,0.0009162088058812353,0.006868458855972533,0.0002666856545338519,0.1689118877995139,0.9945345412142732,0.,-0.9931102389752632,-0.5838033769308069,1.5949047366842037,-0.9931102389752635,0.08372115881885948,0.4929409371983902,0.,-0.0013580396727361868,0.00023064965098993108,3.340000156320213,0.08236311914612329,0.4931715868493802,3.340000156320213,1.237455404438209
1.0970149253731343,"1/2",1,1,1,0.18122408033833712,-18.668744060885718,0.0016146741361954973,18.66962364318441,-1.5610892791403752,0.16569117335471578,1.2172234818009044,0.0016113540013513491,0.0009284892519780945,0.006965755860665988,0.00027637922546007015,0.16926363486111434,0.9935808918743486,0.,-0.9918910569140837,-0.5828803222831521,1.5970926102000123,-0.9918910569140837,0.08396884855719214,0.4928988055087772,0.,-0.0016043093683275659,0.00027330561340867986,3.3400002614090307,0.08236453918886458,0.49317211112218584,3.3400002614090307,1.2374554024087077
1.2537313432835822,"1/2",1,1,1,0.20720206275770958,-18.477899190059883,0.0018706396412689504,18.479060884493745,-1.5595832891783092,0.1658377061064765,1.2183233226322125,0.0016555490348701552,0.0009414635224332469,0.007069522502032965,0.0002874645845109643,0.16962580827360949,0.9926143097542333,0.,-0.9906499278997253,-0.5819407502355042,1.5993192376549927,-0.9906499278997251,0.08422304661847069,0.4928554335891032,0.,-0.0018568236763170857,0.00031730876113890064,3.3400003178160786,0.08236622294215361,0.4931727423502421,3.3400003178160786,1.2374554013622199
