"X1","Y1","Z1","X2","Y2","Z2","X3","Y3","Z3","X4","Y4","Z4"
0.,-2.59807627415909,0.,0.,-2.56807627415909,0.,0.,-2.6280762741590897,0.,-0.7071774918646662,-0.7071774918646662,0.
0.09878729344907805,-2.535659840668607,-0.0006912228734382828,0.00998781078213953,-2.5618323063521586,-7.108488794225705e-6,0.28896466470635557,-2.439623520261689,-0.006034297530843366,-0.7072233577241784,-0.7072233577241784,0.
0.1950765629644128,-2.4724696279309315,-0.0027656733676211915,0.019951218479322283,-2.5555807245868465,-0.000028417275929152505,0.5541684745401095,-2.243949543887336,-0.02368425757763972,-0.7072989680052963,-0.7072989680052963,0.
0.28876438705079993,-2.4084767720609923,-0.0062097763199489425,0.029890099334288187,-2.549321490540745,-0.00006394779407058147,0.7935690841158329,-2.0407666332114647,-0.051428118811622466,-0.7074236017016985,-0.7074236017016985,0.
0.379755202861277,-2.3436576495551753,-0.010991628843625291,0.03980434226413343,-2.543054570219536,-0.00011371057015531252,1.0057855925814625,-1.8303074077794772,-0.08710830830648289,-0.7076290156159101,-0.7076290156159101,0.
0.4679617866642623,-2.277994543210323,-0.017063013372742717,0.049693811272751236,-2.536779921848375,-0.00017771931986916017,1.1900333474663165,-1.613310716359305,-0.12848728745424703,-0.7079674909485746,-0.7079674909485746,0.
0.553305438494895,-2.211476099643952,-0.02436214588325706,0.05955839492071978,-2.530497511506821,-0.0002559799515253461,1.346018866244201,-1.390943765088564,-0.17360292138982103,-0.7085250099221609,-0.7085250099221609,0.
0.635716101809915,-2.1440977142870103,-0.032816338717756785,0.06939798318057795,-2.5242073057280416,-0.0003484979091523731,1.473833540798172,-1.1646975326826678,-0.22091084978829592,-0.7094427786567398,-0.7094427786567398,0.
0.715132256149865,-2.0758617152133496,-0.04234495498155609,0.07921246241262396,-2.5179092703004886,-0.00045527642957616664,1.5738656193204248,-0.936283175132902,-0.26928437578820974,-0.7109520186842216,-0.7109520186842216,0.
0.7915006483651601,-2.006777377095946,-0.05286220261403458,0.08900171992192221,-2.5116033716281727,-0.0005763158909081014,1.6467358936588226,-0.7075435017071381,-0.3179481533884299,-0.7134298983391788,-0.7134298983391788,0.
