"X1","Y1","Z1"
0.000014233417398226082,4.655120072226671e-6,4.942590951738898e-10
0.0000142356007811804,4.655834161776784e-6,4.944424440797688e-10
0.000014237784164134715,4.656548251326898e-6,4.946257929856476e-10
0.000014239967547089033,4.657262340877012e-6,4.948091418915266e-10
0.000014242150930043352,4.657976430427125e-6,4.949924907974056e-10
0.00001424433431299767,4.658690519977239e-6,4.951758397032846e-10
0.000014246517695951988,4.6594046095273525e-6,4.953591886091636e-10
0.000014248701078906304,4.660118699077465e-6,4.955425375150424e-10
0.000014250884461860622,4.66083278862758e-6,4.957258864209214e-10
0.00001425306784481494,4.661546878177693e-6,4.959092353268004e-10
0.000014255251227769258,4.662260967727807e-6,4.960925842326794e-10
0.000014257434610723575,4.6629750572779205e-6,4.962759331385584e-10
0.00001425961799367789,4.663689146828033e-6,4.964592820444372e-10
0.00001426180137663221,4.664403236378148e-6,4.966426309503163e-10
0.000014263984759586528,4.665117325928261e-6,4.968259798561952e-10
0.000014266168142540846,4.665831415478375e-6,4.970093287620742e-10
0.000014268351525495164,4.666545505028489e-6,4.971926776679532e-10
0.00001427053490844948,4.667259594578601e-6,4.973760265738321e-10
0.000014272718291403799,4.667973684128716e-6,4.975593754797111e-10
0.000014274901674358116,4.6686877736788294e-6,4.9774272438559e-10
0.000014277085057312434,4.669401863228943e-6,4.97926073291469e-10
0.000014279268440266752,4.670115952779057e-6,4.981094221973481e-10
0.000014281451823221069,4.6708300423291694e-6,4.982927711032268e-10
0.000014283635206175386,4.671544131879283e-6,4.984761200091058e-10
0.000014285818589129705,4.6722582214293975e-6,4.986594689149848e-10
0.000014288001972084022,4.672972310979511e-6,4.988428178208639e-10
0.00001429018535503834,4.673686400529625e-6,4.990261667267429e-10
0.000014292368737992656,4.6744004900797375e-6,4.992095156326216e-10
0.000014294552120946975,4.675114579629851e-6,4.993928645385006e-10
0.000014296735503901292,4.675828669179966e-6,4.995762134443797e-10
0.00001429891888685561,4.676542758730079e-6,4.997595623502587e-10
0.00001430110226980993,4.677256848280193e-6,4.999429112561376e-10
0.000014303285652764245,4.677970937830306e-6,5.001262601620164e-10
0.000014305469035718562,4.678685027380419e-6,5.003096090678955e-10
0.00001430765241867288,4.679399116930533e-6,5.004929579737745e-10
0.0000143098358016272,4.680113206480647e-6,5.006763068796534e-10
0.000014312019184581517,4.680827296030761e-6,5.008596557855325e-10
0.000014314202567535832,4.681541385580874e-6,5.010430046914113e-10
0.00001431638595049015,4.682255475130987e-6,5.012263535972903e-10
0.000014318569333444468,4.682969564681101e-6,5.014097025031692e-10
0.000014320752716398787,4.683683654231215e-6,5.015930514090483e-10
0.000014322936099353105,4.684397743781329e-6,5.017764003149273e-10
0.000014325119482307421,4.685111833331442e-6,5.019597492208061e-10
0.000014327302865261738,4.685825922881555e-6,5.021430981266851e-10
0.000014329486248216057,4.686540012431669e-6,5.023264470325641e-10
0.000014331669631170376,4.687254101981783e-6,5.025097959384431e-10
0.000014333853014124693,4.687968191531897e-6,5.026931448443221e-10
0.000014336036397079008,4.68868228108201e-6,5.028764937502009e-10
0.000014338219780033327,4.6893963706321234e-6,5.030598426560799e-10
0.000014340403162987646,4.690110460182237e-6,5.032431915619589e-10
0.000014342586545941963,4.690824549732351e-6,5.034265404678379e-10
0.000014344769928896282,4.691538639282465e-6,5.03609889373717e-10
0.000014346953311850597,4.692252728832578e-6,5.037932382795957e-10
0.000014349136694804916,4.6929668183826915e-6,5.039765871854747e-10
0.000014351320077759233,4.693680907932805e-6,5.041599360913537e-10
0.000014353503460713552,4.694394997482919e-6,5.043432849972328e-10
0.000014355686843667869,4.695109087033032e-6,5.045266339031117e-10
0.000014357870226622186,4.695823176583146e-6,5.047099828089905e-10
0.000014360053609576503,4.69653726613326e-6,5.048933317148695e-10
0.000014362236992530822,4.697251355683373e-6,5.050766806207486e-10
0.000014364420375485139,4.697965445233487e-6,5.052600295266276e-10
0.000014366603758439458,4.6986795347836004e-6,5.054433784325065e-10
0.000014368787141393773,4.699393624333714e-6,5.056267273383853e-10
0.000014370970524348092,4.700107713883828e-6,5.058100762442644e-10
0.000014373153907302409,4.700821803433941e-6,5.059934251501434e-10
0.000014375337290256728,4.701535892984055e-6,5.061767740560223e-10
0.000014377520673211047,4.7022499825341685e-6,5.063601229619014e-10
0.000014379704056165362,4.702964072084282e-6,5.065434718677802e-10
0.00001438188743911968,4.703678161634396e-6,5.067268207736592e-10
0.000014384070822073998,4.704392251184509e-6,5.069101696795381e-10
0.000014386254205028315,4.705106340734623e-6,5.070935185854172e-10
0.000014388437587982634,4.705820430284737e-6,5.072768674912962e-10
0.00001439062097093695,4.706534519834849e-6,5.07460216397175e-10
0.000014392804353891268,4.707248609384964e-6,5.076435653030539e-10
0.000014394987736845585,4.7079626989350774e-6,5.07826914208933e-10
0.000014397171119799904,4.708676788485191e-6,5.08010263114812e-10
0.000014399354502754223,4.709390878035305e-6,5.08193612020691e-10
0.000014401537885708538,4.7101049675854174e-6,5.083769609265698e-10
0.000014403721268662855,4.710819057135532e-6,5.085603098324488e-10
0.000014405904651617174,4.7115331466856455e-6,5.087436587383278e-10
0.000014408088034571493,4.712247236235759e-6,5.089270076442068e-10
0.00001441027141752581,4.712961325785873e-6,5.091103565500858e-10
0.000014412454800480125,4.7136754153359855e-6,5.092937054559646e-10
0.000014414638183434444,4.714389504886099e-6,5.094770543618436e-10
0.000014416821566388763,4.715103594436214e-6,5.096604032677226e-10
0.00001441900494934308,4.715817683986327e-6,5.098437521736017e-10
0.000014421188332297399,4.716531773536441e-6,5.100271010794806e-10
0.000014423371715251714,4.717245863086554e-6,5.102104499853594e-10
0.000014425555098206033,4.717959952636667e-6,5.103937988912384e-10
0.00001442773848116035,4.718674042186782e-6,5.105771477971175e-10
0.000014429921864114669,4.719388131736895e-6,5.107604967029964e-10
0.000014432105247068986,4.720102221287009e-6,5.109438456088754e-10
0.000014434288630023302,4.720816310837122e-6,5.111271945147542e-10
0.00001443647201297762,4.721530400387235e-6,5.113105434206333e-10
0.000014438655395931939,4.722244489937349e-6,5.114938923265123e-10
0.000014440838778886256,4.722958579487463e-6,5.116772412323912e-10
0.000014443022161840575,4.723672669037577e-6,5.118605901382702e-10
0.00001444520554479489,4.72438675858769e-6,5.120439390441491e-10
0.00001444738892774921,4.725100848137803e-6,5.122272879500281e-10
0.000014449572310703526,4.725814937687917e-6,5.12410636855907e-10
0.000014451755693657845,4.7265290272380314e-6,5.12593985761786e-10
0.000014453939076612162,4.727243116788145e-6,5.127773346676651e-10
0.00001445612245956648,4.727957206338258e-6,5.129606835735439e-10
0.000014458305842520796,4.7286712958883714e-6,5.131440324794228e-10
0.000014460489225475115,4.729385385438485e-6,5.133273813853018e-10
0.000014462672608429432,4.730099474988599e-6,5.135107302911809e-10
0.000014464855991383751,4.730813564538713e-6,5.136940791970599e-10
0.000014467039374338067,4.731527654088826e-6,5.138774281029386e-10
0.000014469222757292385,4.7322417436389395e-6,5.140607770088177e-10
0.000014471406140246702,4.732955833189053e-6,5.142441259146967e-10
0.000014473589523201021,4.733669922739167e-6,5.144274748205757e-10
0.00001447577290615534,4.734384012289281e-6,5.146108237264547e-10
0.000014477956289109655,4.735098101839394e-6,5.147941726323335e-10
0.000014480139672063973,4.735812191389508e-6,5.149775215382125e-10
0.000014482323055018291,4.736526280939621e-6,5.151608704440915e-10
0.00001448450643797261,4.737240370489735e-6,5.153442193499705e-10
0.000014486689820926927,4.737954460039849e-6,5.155275682558495e-10
0.000014488873203881243,4.738668549589962e-6,5.157109171617283e-10
0.000014491056586835561,4.739382639140076e-6,5.158942660676073e-10
0.00001449323996978988,4.740096728690189e-6,5.160776149734863e-10
0.000014495423352744197,4.740810818240303e-6,5.162609638793653e-10
0.000014497606735698516,4.7415249077904165e-6,5.164443127852443e-10
0.000014499790118652832,4.74223899734053e-6,5.166276616911231e-10
0.000014501973501607149,4.742953086890644e-6,5.168110105970021e-10
0.000014504156884561467,4.743667176440757e-6,5.169943595028811e-10
0.000014506340267515786,4.744381265990871e-6,5.171777084087601e-10
0.000014508523650470103,4.7450953555409846e-6,5.173610573146391e-10
0.000014510707033424419,4.745809445091098e-6,5.17544406220518e-10
0.000014512890416378738,4.746523534641212e-6,5.177277551263969e-10
0.000014515073799333056,4.747237624191325e-6,5.179111040322759e-10
0.000014517257182287374,4.747951713741439e-6,5.180944529381549e-10
0.000014519440565241692,4.748665803291553e-6,5.18277801844034e-10
0.000014521623948196008,4.749379892841665e-6,5.184611507499128e-10
0.000014523807331150327,4.75009398239178e-6,5.186444996557917e-10
0.000014525990714104644,4.7508080719418935e-6,5.188278485616707e-10
0.000014528174097058962,4.751522161492007e-6,5.190111974675498e-10
0.00001453035748001328,4.752236251042121e-6,5.191945463734288e-10
0.000014532540862967597,4.7529503405922335e-6,5.193778952793075e-10
0.000014534724245921914,4.753664430142348e-6,5.195612441851865e-10
0.000014536907628876233,4.7543785196924616e-6,5.197445930910656e-10
0.00001453909101183055,4.755092609242575e-6,5.199279419969446e-10
0.000014541274394784868,4.755806698792689e-6,5.201112909028235e-10
0.000014543457777739184,4.7565207883428016e-6,5.202946398087023e-10
0.000014545641160693503,4.757234877892916e-6,5.204779887145814e-10
0.00001454782454364782,4.75794896744303e-6,5.206613376204604e-10
0.000014550007926602139,4.758663056993143e-6,5.208446865263393e-10
0.000014552191309556457,4.759377146543257e-6,5.210280354322184e-10
0.000014554374692510773,4.76009123609337e-6,5.212113843380972e-10
0.00001455655807546509,4.760805325643483e-6,5.213947332439762e-10
0.000014558741458419409,4.761519415193598e-6,5.215780821498552e-10
0.000014560924841373727,4.762233504743711e-6,5.217614310557342e-10
0.000014563108224328045,4.762947594293825e-6,5.219447799616132e-10
0.00001456529160728236,4.763661683843938e-6,5.22128128867492e-10
0.000014567474990236679,4.764375773394051e-6,5.22311477773371e-10
