"t","\alpha","\chi","v_F","\rho_t","x","y","z","\dot x","\dot y","\dot z","\ddot x","\ddot y","\ddot z","k_x","k_y","k_z","s_x","s_y","s_z","L_x","L_y","L_z","J_x","J_y","J_z","E"
-26.988268204488776,"1/2",1,1,1,15.425327071650422,-30.981034822601956,-0.31977159359301344,-0.42845466021613937,1.0879052752521354,0.0006140414480079972,-0.001025708472187736,0.0026013671972853975,0.00005440990413680585,-0.21331713727716226,0.5659592367013176,0.,-0.1763459764627908,0.46786974318220753,0.,0.18097768702866585,0.06821276092781779,2.1213206770979185,0.004631710565875052,0.5360825041100253,2.1213206770979185,0.7071067890850705
-26.663490024937655,"1/2",1,1,1,15.286119949321328,-30.627568968220857,-0.3195692574804297,-0.4287905725084676,1.088757184238345,0.0006320751253297572,-0.001042855941791636,0.0026447302307313703,0.0000566423675809834,-0.21301263670690904,0.5655705927785586,0.,-0.1762315019974471,0.4679128740521293,0.,0.18073897438701045,0.06807229014637545,2.121320699178383,0.004507472389563338,0.5359851641985047,2.121320699178383,0.7071067883610068
-26.338711845386534,"1/2",1,1,1,15.146802825639506,-30.273824145391334,-0.3193609466863755,-0.42913205518816894,1.089623179830779,0.0006508338376184735,-0.0010601275646578013,0.002688407071546934,0.00005889643288588966,-0.21270185458239252,0.5651766502662859,0.,-0.17611372889818863,0.46795721438351107,0.,0.18049535007407563,0.06792866564138066,2.1213207422129,0.004381621175887002,0.5358858800248917,2.1213207422129,0.7071067869723937
-26.01393366583541,"1/2",1,1,1,15.007373855485662,-29.919795688617807,-0.31914641702664054,-0.42947941799992356,1.090504040551203,0.0006703944772149284,-0.0010789497110056882,0.002735976559406409,0.00006155894760481742,-0.21238458163602103,0.564777291907264,0.,-0.17599252432121057,0.46800281129823157,0.,0.18024664913021238,0.06778177826083814,2.1213206747787487,0.004254124809001808,0.5357845895590697,2.1213206747787487,0.7071067890163351
-25.68915548628429,"1/2",1,1,1,14.867831076782027,-29.565478638667685,-0.3189253940758075,-0.4298328938341042,1.0914003508032961,0.0006908198434948245,-0.0010977718573535746,0.002783546047265883,0.00006422146232374514,-0.21206058630472605,0.5643723928849339,0.,-0.17586774039156292,0.46804971732665945,0.,0.17999268780633398,0.06763150605518155,2.121320667316733,0.0041249474147710685,0.535681223381841,2.121320667316733,0.7071067892064454
-25.364377306733168,"1/2",1,1,1,14.728172504152303,-29.210867977870187,-0.31869759698951844,-0.4301924826907111,1.0923121105870583,0.000712109936458162,-0.001116594003701461,0.002831115535125357,0.00006688397704267287,-0.21172963237309977,0.5639618269203833,0.,-0.175739225257129,0.46809798622299587,0.,0.17973327903334488,0.06747772504878105,2.121320734386682,0.003994053776215867,0.5355757112717769,2.121320734386682,0.7071067870811785
-25.039599127182044,"1/2",1,1,1,14.588396136753481,-28.85595864967201,-0.3184627410580729,-0.43055836986614915,1.0932397852948093,0.0007343131069631942,-0.0011368936333047675,0.002882392699657519,0.00006994703557473054,-0.21139148073933,0.5635454667056141,0.,-0.17560682420017493,0.46814767252900963,0.,0.1794682340379208,0.06732031039257184,2.1213206822660746,0.0038614098377458828,0.5354679829215815,2.1213206822660746,0.7071067886091003
-24.71482094763092,"1/2",1,1,1,14.448499848458576,-28.50074528327121,-0.3182205069204439,-0.4309309748100858,1.0941844260990818,0.0007575497469891015,-0.0011576259335677643,0.0029347518238958623,0.00007314533632058937,-0.2110458671732566,0.563123177023435,0.,-0.17547036525009618,0.4681988369475066,0.,0.17919734285104835,0.06715912283533838,2.1213206344945363,0.0037269776009521693,0.535357959782845,2.1213206344945363,0.7071067899855921
-24.390042768079798,"1/2",1,1,1,14.308481452777798,-28.14522235670679,-0.31797055734940244,-0.43131031315275975,1.0951460720044077,0.0007818251253089054,-0.001178358233830761,0.0029871109481342047,0.00007634363706644816,-0.21069251472516015,0.5626948189954616,0.,-0.17532966693726726,0.46825154339485836,0.,0.17892038521360804,0.06699401633650635,2.12132070533737,0.0035907182763407763,0.5352455597313647,2.12132070533737,0.7071067877688278
-24.065264588528677,"1/2",1,1,1,14.168338758838022,-27.789384337000545,-0.31771255400732257,-0.4316964640184827,1.096124921656343,0.0008071604580995998,-0.0012001255519234087,0.0030420641151613944,0.00007984132191093161,-0.21033114561518818,0.5622602534468385,0.,-0.1751845459603178,0.4683058560990641,0.,0.17863714113939955,0.0668248454606875,2.12132069792284,0.003452595179081752,0.5351307015597516,2.12132069792284,0.7071067879150432
-23.740486408977553,"1/2",1,1,1,14.028069469036614,-27.43322542382524,-0.31744612696852087,-0.4320899607597036,1.0971223097793363,0.0008337199331537239,-0.0012230467299379146,0.003099900990819248,0.00008371323148198385,-0.20996145952199446,0.5618193346456596,0.,-0.1750348029593617,0.4683618448944976,0.,0.17834737183929594,0.06665145213791501,2.1213206060750083,0.0033125688799342523,0.5350132970324126,2.1213206060750083,0.707106790510203
-23.415708229426432,"1/2",1,1,1,13.887671171207083,-27.076739530409192,-0.3171708697855742,-0.4324909017993931,1.0981384820575169,0.0008615369199497207,-0.0012459679079524202,0.0031577378664771004,0.00008758514105303604,-0.20958313058917707,0.5613719102005272,0.,-0.17488022020140162,0.4684195860361832,0.,0.17805081703149048,0.06647366382135286,2.121320656686431,0.0031705968300888565,0.5348932498575361,2.121320656686431,0.7071067889062439
-23.09093004987531,"1/2",1,1,1,13.747141447408149,-26.71992055555927,-0.3168863740379515,-0.4328992987431778,1.0991734680913214,0.0008906136045694658,-0.0012693218240605755,0.0032166641007754936,0.00009157747885682532,-0.20919583160458963,0.5609178274019627,0.,-0.17472057740280353,0.46847915624073494,0.,0.1777472164586535,0.06629130854103231,2.121320712638862,0.003026639055849961,0.5347704647817673,2.121320712638862,0.7071067871793253
-22.766151870324187,"1/2",1,1,1,13.606477809352281,-26.36276222191538,-0.31659220923325576,-0.4333156785040572,1.1002285843618174,0.000921123605858141,-0.001294765218085985,0.003280793776193091,0.00009630460934776457,-0.20879921980126748,0.560456929307527,0.,-0.17455564230066242,0.46854063616830843,0.,0.1774362974295566,0.06610420628306343,2.121320587978327,0.002880655128894183,0.5346448424513719,2.121320587978327,0.7071067905879834
-22.441373690773066,"1/2",1,1,1,13.465677598340058,-26.005257827303094,-0.31628788613497466,-0.4337403217241299,1.1013045285515508,0.0009531688759821639,-0.0013202086121113946,0.0033449234516106873,0.00010103173983870377,-0.2083929121069914,0.5599890496128717,0.,-0.1743851537205785,0.4686041166718985,0.,0.17711775276078862,0.06591215365583188,2.1213205919629616,0.0027325990402101152,0.5345162703277304,2.1213205919629616,0.7071067902960801
-22.116595511221945,"1/2",1,1,1,13.324738130580242,-25.64740060726872,-0.31597290612129075,-0.43417322840339573,1.1024013006605213,0.0009867494149415343,-0.0013456520061368039,0.0034090531270282837,0.00010575887032964296,-0.2079765191489699,0.5595140207596166,0.,-0.17420884411871843,0.4686696903265881,0.,0.17679127115502427,0.06571494516049028,2.121320703491004,0.0025824270363058455,0.5343846354870784,2.121320703491004,0.7071067869703068
-21.79181733167082,"1/2",1,1,1,13.183656688475345,-25.289183712889322,-0.3156467595373408,-0.4346147579132394,1.103519797571725,0.0010219889761996451,-0.0013736381266895251,0.0034795218126448405,0.00011140385592633594,-0.20754964382877647,0.5590316731606315,0.,-0.17402643862216016,0.46873745173656395,0.,0.17645653611189113,0.06551237251768254,2.121320584603049,0.00243009748973097,0.5342498242542465,2.121320584603049,0.7071067900629993
-21.4670391521197,"1/2",1,1,1,13.042430353741326,-24.930599795314855,-0.31530886192578456,-0.43506549105484355,1.1046614640935601,0.0010591164379536808,-0.001401998723219073,0.003550916768006898,0.00011722887922446814,-0.20711183862446567,0.5585418268773112,0.,-0.17383762566549746,0.4688075083688212,0.,0.1761131877706336,0.065304198128037,2.12132051508039,0.0022755621051361308,0.5341117064968581,2.12132051508039,0.7071067916524716
-21.14226097256858,"1/2",1,1,1,12.901056134967972,-24.57164132396492,-0.3149585989105378,-0.43552543509935954,1.1058263181390269,0.001098135740170327,-0.0014303593197486208,0.003622311723368955,0.00012305390252260036,-0.206662636335932,0.5580442986831936,0.,-0.17364207742101972,0.46887997285969957,0.,0.17576085044327233,0.06509017438752314,2.1213206479991937,0.002118773022252607,0.5339701472472227,2.1213206479991937,0.7071067877034114
