"\alpha","\rho_p/\rho_t","\varphi from trajectories","\varphi numerical integration","\varphi approx."
1.5,18.147423964068675,0.0004463183517580856,0.00044626351627208294,0.0004461940537411368
1.5,20.05644023657643,0.0003305965833346308,0.0003304893359459271,0.00033052717726535214
1.5,22.166150597808578,0.00024488805956516017,0.0002448432080441876,0.0002448487496831638
1.5,24.497676550961334,0.00018138996551349674,0.00018137988377642245,0.00018138193735206344
1.5,27.074358363745738,0.00013438121719353444,0.00013429635462003375,0.00013436749074995146
1.5,29.921988892672005,0.00009954645491430342,0.00009953270977103301,0.00009953993667735674
1.5,33.06907191165304,0.00007374423247392179,0.00007371582763671114,0.00007373992652408467
1.5,36.54710753832155,0.00005463389894197813,0.000054603741100223147,0.00005462729354896202
1.5,40.390907621080764,0.00004046974267485513,0.000040402388342908324,0.000040468572833725596
1.5,44.638944248531686,0.000029981204961112078,0.000029948198337237386,0.000029979678800675803
1.5,49.333734873434544,0.00002221012844496843,0.00002218189634817236,0.00002220939524768216
1.5,54.52226790903611,0.00001645449191727815,0.000016426236534972105,0.000016453071623669557
1.5,60.25647306001443,0.000012188648342290522,0.000012132633805617132,0.000012188705890188987
2.,2.9809428376473956,0.03807967531281528,0.038079607425425266,0.03729980442578472
2.,3.3015305364473364,0.025130540160247943,0.025130522946674283,0.024789049370255962
2.,3.653915644521897,0.016673735648982228,0.016673799697050296,0.016522930562486354
2.,4.041983504361341,0.011101250923456063,0.011101286349064488,0.011034254667724036
2.,4.469864857090214,0.007407974992072377,0.00740796319979653,0.007378083766586144
2.,4.942016143950994,0.00495082593262985,0.0049508323155254,0.004937470408569957
2.,5.463287565177607,0.0033119882042825857,0.003312008160355706,0.003306015698647683
2.,6.038986569619292,0.002217115663567169,0.0022171428772592705,0.00221444495741373
2.,6.674940917605724,0.0014848895065023078,0.0014848427705791423,0.0014836499895251251
2.,7.377563841136271,0.000994739504028433,0.0009946803852445285,0.0009941896620308667
2.,8.15392303314098,0.0006665356867754512,0.0006665034981896412,0.0006662768276055582
2.,9.011814817150519,0.0004466743315338348,0.0004467080690693237,0.0004465520697119876
2.,9.959844657643055,0.0002993654226263951,0.0002993255197130118,0.0002993028789252195
2.,11.007515095203667,0.0002006481058059629,0.00020064284674603527,0.00020061527667574695
2.,12.165322176150829,0.0001344862953044415,0.00013449161133793908,0.00013447039853076297
2.,13.444861474700666,0.00009014808995772782,0.00009015673200662988,0.00009013548843848748
2.,14.858944863436278,0.00006041890468648782,0.000060402268176495966,0.000060418405186232836
2.,16.421729268980798,0.00004051567065028367,0.00004039553082346714,0.00004049912007560507
2.,18.148858751121256,0.000027147980492846114,0.000027111884197683622,0.000027147126854700365
2.,20.057621363656732,0.000018197754742719513,0.000018196489646182812,0.000018197152177495132
2.,22.167122393548752,0.000012197850845639243,0.000012107457127097376,0.000012197866426230319
2.,24.49847573184845,8.17681265391579e-6,8.091787032427078e-6,8.176451679165814e-6
2.,27.075015306197606,5.492489176570374e-6,5.4647495320026e-6,5.4808294456136365e-6
2.,29.922528701699697,3.674647779330168e-6,3.6418065705312586e-6,3.673905424977853e-6
2.,33.06951531623645,2.4631959919493778e-6,2.3883035300542588e-6,2.4626904404203966e-6
2.,36.54747163979491,1.6506444258050123e-6,1.5801526176417724e-6,1.6507898224741014e-6
2.,40.391206517314274,1.106918790951134e-6,1.0870144531160975e-6,1.1065571369346052e-6
2.,44.639189553520474,7.41590012326324e-7,6.789596920242502e-7,7.4174722500058e-7
2.,49.33393614908009,5.184808237467404e-7,4.336177776842476e-7,4.972079610953705e-7
2.,54.52243302340614,3.331767554751659e-7,3.0835276376706133e-7,3.3328842669098105e-7
2.,60.25660848419595,2.2333568207982253e-7,2.0077088169756507e-7,2.2340989333517729e-7
