"X1","Y1","Z1"
-0.2220577819705959,-0.008551234306016684,3.5408542496031216e-12
-0.2215651563275902,-0.017089870265626837,5.778916408621285e-12
-0.2207197432584689,-0.02560041963383621,5.7216983787517025e-11
-0.21958084871766267,-0.034076333165207265,3.780549638044741e-11
-0.21814580364783462,-0.042508800600155175,-7.358053982033006e-11
-0.21633234144282054,-0.05086711911567167,3.871795762646918e-11
-0.2141861044061512,-0.05914639863433361,5.691917862565799e-12
-0.2117518050595012,-0.06734460592373885,4.6782526861656285e-12
-0.20903185030577612,-0.07545356913095515,-1.187815780236471e-11
-0.2059874470285809,-0.08344618142528652,2.938632581253828e-11
-0.2025879789008061,-0.09129529054307914,2.7962391233178233e-12
-0.19891131148457383,-0.09901651665575803,1.8815719316366712e-11
-0.1949994898708754,-0.10662163627930546,2.3509066928483818e-11
-0.19069732461398536,-0.11401424532726528,1.5355211933976496e-11
-0.18624851586976746,-0.1213182777878464,-2.5151010820837972e-11
-0.1813592151888786,-0.12833837272358767,-2.5661497754240282e-11
-0.1763964798966843,-0.13530343642746262,-8.127639990030912e-11
-0.17095168434533362,-0.1419050960518427,2.120881350436462e-12
-0.16544654148217783,-0.14845425587561953,5.943716276025398e-11
-0.15953564472525406,-0.1546350252870165,2.9530472588623766e-12
-0.15351809478389294,-0.16071411051924478,-1.0249539372160968e-11
-0.14717786911989897,-0.1664536358601846,1.2558685696129002e-11
-0.14068730611405017,-0.17202315534521914,1.863845554744345e-12
-0.1339506070995042,-0.17729169380162116,6.513768190856439e-12
-0.12702942969385406,-0.1823154084076805,9.135282650497253e-12
-0.11993116717150913,-0.18708565799299381,-1.6944049574389283e-13
-0.11262557760759036,-0.19153271906056782,3.5912868337362983e-12
-0.10517898309867971,-0.19573776501240867,-9.005253898750877e-12
-0.09757475403825121,-0.1996531433692713,-8.02280827128585e-12
-0.08980409146820173,-0.20322399620993026,1.0325693212123164e-11
-0.08194483090009214,-0.20660133011558512,1.3589033583474377e-11
-0.07390399446871875,-0.20951322530386382,-6.982392081044996e-12
-0.06582619387507611,-0.21233647774836395,-1.6870794218195533e-11
-0.057570950234129455,-0.21456921969239162,5.064111656064404e-13
-0.04931570659318284,-0.21680196163641927,1.7883616549408336e-11
-0.04089966800270496,-0.21836277567476395,8.479763043610243e-13
-0.032487271023343325,-0.21990087916317003,-9.948626899470969e-12
-0.023986779382164695,-0.22087187973464079,-1.5436797336946798e-12
-0.015475573095085553,-0.2217046774524684,3.527716025033615e-12
-0.006930300048843682,-0.2220818315596612,1.0594919275858888e-12
0.0016206864317555923,-0.22220354760496397,4.1732370653341145e-13
0.010170916414998192,-0.22198532715012054,1.3701742068006608e-12
0.018702378036103227,-0.22139511735084844,1.1230838739943117e-12
0.027217729250142517,-0.22058250196952167,1.1717745704363222e-12
0.03567049631170196,-0.21928445974429447,2.1388043621388676e-12
0.044111263018228306,-0.21788093379351878,2.6576995582045553e-12
0.052426711684043704,-0.21588406163899193,2.776711772459124e-12
0.06074216034985918,-0.21388718948446508,2.895723986713694e-12
0.06887391805272176,-0.21121375208978177,3.523080904296144e-12
0.0769943767982555,-0.20853189925441803,3.881361886865349e-12
0.08491585498009259,-0.20529849112784607,1.7122662806969589e-12
0.09276123861995786,-0.20189628093043233,-1.7972108940377707e-12
0.10050972047626022,-0.19826668986694299,-1.6595628058156971e-12
0.10798832529266432,-0.1941199312204943,2.8924238998107055e-11
0.11546693010906843,-0.18997317257404567,5.950804080202981e-11
0.1226183343657838,-0.18527275052540407,3.454171537315409e-11
0.12965970983939418,-0.18042051646459473,-2.6509501010004572e-11
0.136584934396395,-0.17539376958890665,-6.397230273540531e-11
0.1431227487707155,-0.16988177172589441,2.4704621936108222e-11
0.149660563145036,-0.16436977386288218,1.1338154660762174e-10
0.15579607712497068,-0.15840518645090124,7.157532478523971e-11
0.16176874145895,-0.15228534974509209,-7.874559409546268e-12
0.1676219029012309,-0.14604160539423974,-2.6808179869245407e-11
0.1729731528751087,-0.13937158029294303,2.779221406954636e-11
0.17832440284898649,-0.13270155519164628,8.239260800833813e-11
