"X1","Y1","X2","Y2","X3","Y3","X4","Y4","X5","Y5","X6","Y6","X7","Y7","X8","Y8","X9","Y9","X10","Y10","X11","Y11","X12","Y12","X13","Y13","X14","Y14"
-641.3768695549677,-301.6749986236903,-641.3691268884244,-301.677398638471,-641.395223800065,-301.6902837269257,-640.6205711742979,-301.929894124007,-641.4146138819203,-301.706223177646,-639.5325156101146,-303.20151260357187,-641.4470789986093,-301.73163922527596,-636.1823151152335,-308.80528589140994,-641.4680304312246,-301.7461161329334,-628.3375962119457,-317.4210412188171,-641.4772543128299,-301.7505002147881,-617.3615752182759,-330.1744236169234,-641.4770532941588,-301.7477575022,-602.572729656389,-347.6517520346942
-640.1498470499242,-301.1386229342328,-640.1421168982117,-301.1410150179803,-640.1681824583527,-301.15393229067297,-639.3947852274332,-301.3927497885373,-640.1875520854676,-301.169897291319,-638.3106470743626,-302.6621030060333,-640.219983288968,-301.1953546803298,-634.97639205821,-308.25687664544995,-640.2409123034263,-301.2098561892541,-627.158326682379,-316.8576741858658,-640.2501262388296,-301.21424893026153,-616.2204471170667,-329.59061818977597,-640.2499250792442,-301.2115031680137,-601.4822029844422,-347.04265809244777
-638.922657323287,-300.60216262569685,-638.9149397275971,-300.6045467794513,-638.9409738588099,-300.6174962222922,-638.1688325547894,-300.8555216103818,-638.9603230548778,-300.63348674680634,-637.0886135038713,-302.12261204032245,-638.9927202818317,-300.65898545020076,-633.7703108292823,-307.7083959494103,-639.0136268224516,-300.6735115448986,-625.9789107607079,-316.2942515199498,-639.0228307753734,-300.6779129378576,-615.0791904553229,-329.0067781742073,-639.0226294598124,-300.6751641259649,-600.3915725807861,-346.4335546694884
-637.6953002890472,-300.0656175606477,-637.6875952859451,-300.0679937863251,-637.7135978894988,-300.0809753894537,-636.9427130472557,-300.3182094586745,-637.7329266955973,-300.09699140772045,-635.8664148058552,-301.5830395783861,-637.7652898749649,-300.1225313998739,-632.5640713538731,-307.15984369645156,-637.7861738971008,-300.1370820623449,-624.7993484185195,-315.7307731482741,-637.7953678306413,-300.1414921000391,-613.9378052450363,-328.42290354515626,-637.7951663449633,-300.1387402383088,-599.3008385089831,-345.8244417971748
-636.467775861196,-299.52898760165056,-636.4600834826198,-299.5313559020425,-636.486054438482,-299.5443696598281,-635.7164265957208,-299.78081320254955,-636.5053629130723,-299.5604111376738,-634.6440508875286,-301.0433854921709,-636.5376919661315,-299.58599239433397,-631.3576735574056,-306.6112197797343,-636.558553436174,-299.60056760407093,-623.6196396274049,-315.1672389980442,-636.5677373128128,-299.6049862792686,-612.7962914981989,-327.83899427756194,-636.5675356437966,-299.6022313673004,-598.2100008325957,-345.2153195068655
-635.2400839537243,-298.99227261127055,-635.2324042269856,-298.99463299004447,-635.2583434041737,-299.00767889884486,-634.489973091186,-299.243332711115,-635.2776316127489,-299.02374580027873,-633.4215216561056,-300.5036496536236,-635.3099264530961,-299.0493682985661,-630.1511173653026,-306.0625240924192,-635.3307653484716,-299.06396803255467,-622.4397843589551,-314.6036489964652,-635.3399391300677,-299.0683953380088,-611.6546492268025,-327.2550503463633,-635.3397372654123,-299.0656373751949,-597.1190596151862,-344.60618782991924
-634.0122244806234,-298.4554724520729,-634.0045574284071,-298.457824913772,-634.030464708969,-298.47090296705466,-633.2633524404816,-298.70576785008893,-634.0497327000735,-298.48699525914776,-632.1988270188006,-299.9638319346909,-634.0819932336225,-298.5126589775552,-628.9444027029873,-305.5137565276668,-634.1028095427938,-298.52728321027405,-621.2597825847611,-314.04000307074267,-634.1119731905859,-298.53171913872245,-610.512878442839,-326.6710717264993,-634.1117711189102,-298.52895812424737,-596.028014920317,-343.99704679769445
-632.7841973558845,-297.9185869866227,-632.7765429962483,-297.9209315366661,-632.8024182748868,-297.9340417252743,-632.0365645700577,-298.168118481514,-632.8216660804922,-297.9501593778932,-630.9759668828277,-299.4239322073196,-632.8538922054752,-297.97586429628626,-627.7375294958823,-304.9649169786378,-632.8746859279408,-297.9905129997069,-620.0796342764138,-313.47630114808186,-632.883839402547,-297.99495754387226,-609.3709791583002,-326.08705839290894,-632.8836371133899,-297.9921934767129,-594.9368668115505,-343.3878964415499
-631.5560024934986,-297.38161607748526,-631.5483608398737,-297.3839527221676,-631.5742040239239,-297.397095034326,-630.8096094053546,-297.6303844678347,-631.593431659451,-297.4132380201276,-629.7529411554013,-298.8839503434563,-631.6256232664183,-297.43898411974413,-626.5304976694109,-304.41600533849277,-631.6463944127129,-297.45365726333125,-618.8993394055043,-312.9125431556881,-631.6555376741309,-297.4581104159208,-608.228951385178,-325.5030103205312,-631.6553351579515,-297.4553432948465,-593.8456153524492,-342.77873679284414
-630.3276398074569,-296.8445595872256,-630.3200108686476,-296.8468883337175,-630.3458218780773,-296.8600627550317,-629.5824868718124,-297.0925656714956,-630.3650293423964,-296.8762310494633,-628.5297497437356,-298.3438862150478,-630.3971863142161,-296.9020183129139,-625.3233071489959,-303.86702150039235,-630.4179349059103,-296.916715863625,-617.7188979436236,-312.3487290207669,-630.4270679135171,-296.9211776173309,-607.0867951354643,-324.9189274843051,-630.4268651616948,-296.91840744090337,-592.7542606065755,-342.1695678829358
-629.0991092117504,-296.307417378409,-629.0914929919345,-296.30973823475676,-629.1172717593437,-296.32294474821356,-628.3551968948713,-296.5546619549412,-629.1364590347745,-296.33913832951265,-627.3063925550449,-297.8037396940408,-629.1685812466327,-296.36496674078046,-624.1159578600602,-303.3179653574971,-629.1893073163334,-296.37968866306596,-616.5383098623627,-311.78485867052336,-629.1984300288857,-296.38415901056516,-605.9445104211509,-324.3348098591695,-629.1982270337195,-296.3813857771386,-591.6628026374917,-341.5603897431834
-627.8704106203703,-295.7701893136006,-627.8628071190985,-295.77250228872634,-627.8885535897199,-295.7857408746935,-627.1277393999713,-296.016673180616,-627.9077206420314,-295.8019597238883,-626.0828694965435,-297.263510652382,-627.9398079613491,-295.8278292682912,-622.908449728027,-302.7688368029677,-627.9605115527822,-295.84257552413226,-615.3575751333125,-311.22093203216303,-627.9696239284162,-295.84705445808635,-604.8020972542298,-323.7506574200636,-627.9694206831255,-295.8442781658072,-590.5712415087604,-340.9512024049457
-626.6415439473078,-295.23287525536557,-626.6339531595041,-295.2351803590672,-626.6596672912028,-295.2484509952937,-625.9001143125528,-295.4785992109646,-626.6788140696135,-295.26469509620244,-624.8591804754456,-296.72319896201816,-626.7108663625913,-295.29060575785815,-621.700782678319,-302.2196357299647,-626.7315475240571,-295.3053763093018,-614.1766937280642,-310.6569490328912,-626.7406495202887,-295.3098638223571,-603.6595556466929,-323.16647014192614,-626.7404460190126,-295.3070844691644,-589.4795772839439,-340.34200589958124
-625.412509106554,-294.69547506626907,-625.4049310225157,-294.6977723092203,-625.4306127857892,-294.7110749708361,-624.6723215580558,-294.9404399084314,-625.449739222967,-294.72734431006756,-623.6353253983486,-296.1828044948139,-625.4817563779907,-294.7532960683018,-620.4929566363593,-301.6703620316488,-625.5024151389583,-294.76809088105233,-612.9956656182086,-310.09290959991324,-625.5115067126825,-294.7725869658401,-602.5168856105317,-322.58224799969634,-625.5113029504806,-294.7698045494653,-588.3878100266045,-339.7328002584486
-624.1833060120999,-294.15798860887634,-624.1757406174976,-294.16027800262646,-624.2013899954761,-294.1736126621428,-623.4443610619206,-294.4021951354611,-624.2204960075378,-294.1899072290962,-622.4113041793264,-295.64232712011005,-624.2524779395086,-294.21590005823737,-619.28497152754,-301.12101560117185,-624.2731143062862,-294.23071910186195,-611.8144907753369,-309.5288136604345,-624.2821954137777,-294.2352237509981,-601.3740871577386,-321.997990968313,-624.2819913866293,-294.2324382689648,-587.2959398003047,-339.12358551290646
-622.9539345779368,-293.6204157457525,-622.946381853814,-293.6226973027268,-622.9719988422603,-293.63606393003585,-622.2162327495873,-293.8638647544981,-622.9910843287724,-293.65238371690066,-621.1871167579418,-295.10176670431576,-623.0230309791071,-293.67841758628026,-618.0768272817428,-300.5715963300011,-623.0436449348407,-293.69326083420856,-610.63316917104,-308.96466114166026,-623.0527155317538,-293.6977740402937,-600.2311603003051,-321.4136990227152,-623.0525112365588,-293.6949854899182,-586.203966668607,-338.51436169431344
-621.7243947180557,-293.08275633946266,-621.7168546408294,-293.0850300729622,-621.7424392481385,-293.09842863533726,-620.9879365464961,-293.3254486279869,-621.7615040921169,-293.1147736370934,-619.9627630768639,-294.5611231136764,-621.7934154287477,-293.14084851104565,-616.8685238543529,-300.02210410724234,-621.8140069334223,-293.1557159405701,-609.4517007769089,-308.400451970796,-621.8230669747909,-293.16023769618977,-599.0881050502232,-320.8293721378419,-621.8228624093686,-293.15744607458055,-585.1118906950738,-337.90512883402806
-620.4946863464478,-292.5450102525721,-620.4871588879081,-292.5472761767736,-620.5127111351076,-292.5607066388692,-619.759472378087,-292.78694661837204,-620.5317552030175,-292.57707685328677,-618.7382430787612,-294.0203962144372,-620.5636312203923,-292.6031926911489,-615.6600612077088,-299.47253882205206,-620.5842002108312,-292.61808428342437,-608.2700855645346,-307.83618607504695,-620.5932496510685,-292.6226145811488,-597.9449214194848,-320.2450102886321,-620.5930448141587,-292.6198198852069,-584.0197119432675,-337.29588696340903
-619.2648093771041,-292.00717734764606,-619.2572945044144,-292.009435477602,-619.2828144251645,-292.0228978014536,-618.5308401698004,-292.24835858809814,-619.3018375669205,-292.03929322909335,-617.5135567063028,-293.4795858728436,-619.3336782860024,-292.06544998520513,-614.4514393041492,-298.92290036358685,-619.3542246758677,-292.08036572524946,-607.0883235055081,-307.2718633816185,-619.3632634687664,-292.08490455763365,-596.8016094200817,-319.6606134500248,-619.3630583600288,-292.0821067840523,-582.9274304767503,-336.6866361138149
-618.034763724016,-291.46925748724954,-618.0272613997128,-291.4715078388882,-618.052749040306,-291.4850019839126,-617.3020398470763,-291.7096843996096,-618.0717510885441,-291.50142262792787,-616.2887039021574,-292.9386919551408,-618.1035565575398,-291.5276202518297,-613.2426581060124,-298.37318862100335,-618.1240802373319,-291.54256012852323,-605.9064145714206,-306.7074838177161,-618.1331083360294,-291.54710748810606,-595.6581690640057,-319.0761815969589,-618.1329029560789,-291.544306633372,-581.8350463590848,-336.07737631660433
-616.8045493011742,-290.9312505339478,-616.7970594831675,-290.9334931240734,-616.8225149025291,-290.9470190470681,-616.0730713353549,-291.17092391535107,-616.8414956842886,-290.96346490938055,-615.0636846089938,-292.3977143275743,-616.8732659669664,-290.9897033496379,-612.033717575637,-297.82340348345804,-616.8937668040242,-291.00466735572365,-604.7243587338628,-306.143047310545,-616.9027841614474,-291.00922323355854,-594.514600363249,-318.4917147043735,-616.9025785104164,-291.0064192951497,-580.7425596538335,-335.4681076031359
-615.5741660225704,-290.39315635030596,-615.5666886663092,-290.3953911960284,-615.5921119338303,-290.4089488517424,-614.8439345600765,-290.63207699776694,-615.6110713017483,-290.425419929764,-613.8384987694807,-291.85665285638925,-615.6428064462438,-290.45169913724504,-610.8246176753615,-297.2735448401076,-615.6632842847447,-290.4666872693286,-603.5421559644259,-305.5785537873105,-615.6722908817004,-290.47125165050176,-593.370903329803,-317.9072127472075,-615.6720849452192,-290.46844462767183,-579.6499704245587,-334.8588300047682
-614.3436138021951,-289.8549747988893,-614.3361488876523,-289.8572019121248,-614.3615400562068,-289.8707912587574,-613.6146294466811,-290.0931435093018,-614.3804778917299,-289.8872875453046,-612.6131463262872,-291.31550740783115,-614.4121779273337,-289.91360747326627,-609.6153583675247,-296.7236125801085,-614.4326325869633,-289.9286197315918,-602.3598062347008,-305.01400317521814,-614.4416284445429,-289.9331925945973,-592.22707797566,-317.32267570039994,-614.4414222073501,-289.9303824865553,-578.5572787348227,-334.2495435528599
-613.1128925540398,-289.3167057422629,-613.1054400999615,-289.3189251284762,-613.1307991916551,-289.33254612893506,-612.3851559206089,-289.5541233124002,-613.1497154050398,-289.3490676122285,-611.3876272220818,-290.7742778481452,-613.1813803421978,-289.3754282163169,-608.4059396144647,-296.17360659261743,-613.2018116275615,-289.3904646005421,-601.1773095162786,-304.4493954014731,-613.2107967977292,-289.3950459215066,-591.0831243128116,-316.7381035388898,-613.2105902450445,-289.3922327273578,-577.4644846481881,-333.6402482787696
-611.8820021936333,-288.77834904256673,-611.8745622556215,-288.7805607014746,-611.8998892621723,-288.79421332309767,-611.1555139073,-289.01501626950665,-611.9187837924846,-288.8107599867619,-610.1619413995336,-290.23296404357677,-611.950413622798,-288.8371612250122,-607.1963613785202,-295.6235267667909,-611.9708213599811,-288.8522217306648,-599.9946657807502,-303.8847303932808,-611.9797958890142,-288.8568114868912,-589.9390423532498,-316.153496237616,-611.9795890065375,-288.85399520563726,-576.3715882282172,-333.0309442138559
-610.6509426624511,-288.23990455657326,-610.6435153070172,-288.2421084875118,-610.6688101897553,-288.255792702067,-609.9257033321948,-288.47582224306564,-610.6876830048709,-288.27236452513125,-608.9360888013113,-289.69156586037127,-610.7192777010958,-288.29880635796746,-605.9866236220299,-295.07337299178556,-610.7396617418101,-288.3138909763589,-598.8118749995043,-303.3200080778258,-610.748625666152,-288.31848914641273,-588.7948321089663,-315.56885377151764,-610.7484184400646,-288.31566977695155,-575.2785895460454,-332.42163139061023
-609.4197139193409,-287.7013721394406,-609.4122992065329,-287.7035683429799,-609.4375618964007,-287.7172841266654,-608.6957241207332,-287.93654109552165,-609.4564129930052,-287.73388108356255,-607.7100693700835,-289.1500831647739,-609.4879725090532,-287.76036347379795,-604.7767263073322,-294.5231451567579,-609.5083327306361,-287.7754721920236,-597.6289371461611,-302.75522838112914,-609.5172860768972,-287.7800787557325,-587.6504935957131,-314.98417611566026,-609.5170784938608,-287.7772562968584,-574.185488726806,-331.81230984982494
-608.1883159229102,-287.1627516466756,-608.1809139065535,-287.1649401242708,-608.2061443041054,-287.1786874577147,-607.4655761983555,-287.39717268931935,-608.2249737076941,-287.1953095182822,-606.4838830485194,-288.60851582303,-608.2564979786316,-287.22183243111897,-603.5666693967655,-293.9728431508645,-608.2768342840468,-287.2369652320578,-596.4458522296546,-302.19039122884556,-608.2857770690043,-287.24158017051224,-586.5060268787587,-314.39946324722507,-608.2855691161615,-287.2387546209157,-573.0922858893654,-331.20297963168986
